"Positions_ID","Buchungs_FS","Konto","Anzahl","Preis","Rabatt","Benutzer_FS","erfasst","Leistung_Text","Leistung_FS"
"2536","594","240","33","11.50","0.00","2","2019-04-29 00:00:00","Abend3x3","5"
"2537","625","110","30","16.00","0.00","2","2019-04-29 00:00:00","Mehrbettzimmer 1x6",NULL
"2538","625","150","20","25.00","0.00","2","2019-04-29 00:00:00","Familienzimmer 1x4",NULL
"2539","625","170","5","50.00","0.00","2","2019-04-29 00:00:00","Einerzimmer 1x1",NULL
"2540","625","210","55","8.00","0.00","2","2019-04-29 00:00:00","Zmorge",NULL
"2541","626","110","80","16.00","0.00","2","2019-04-29 00:00:00","Mehrbettzimmer","3"
"2542","626","150","6","25.00","0.00","2","2019-04-29 00:00:00","Familienzimmer 1x3",NULL
"2543","626","210","90","8.00","0.00","2","2019-04-29 00:00:00","Zmorge",NULL
"2544","626","240","90","11.50","0.00","2","2019-04-29 00:00:00","Abend 3x3","5"
"2545","607","130","6","25.00","0.00","2","2019-05-03 00:00:00","Zweibettzimmer 3x2 29.5.",NULL
"2546","607","150","4","25.00","0.00","2","2019-05-03 00:00:00","Familienzimmer 1x4",NULL
"2547","607","210","10","8.00","0.00","2","2019-05-03 00:00:00","Zmorge",NULL
"2548","627","110","25","16.00","0.00","2","2019-05-03 00:00:00","Mehrbettzimmer","3"
"2549","627","210","25","8.00","0.00","2","2019-05-03 00:00:00","Zmorge",NULL
"2550","627","240","25","11.50","0.00","2","2019-05-03 00:00:00","Mittag 3x3","5"
"2551","628","150","3","25.00","0.00","2","2019-05-05 00:00:00","Familienzimmer","6"
"2552","628","210","3","8.00","0.00","2","2019-05-05 00:00:00","Zmorge",NULL
"2553","605","240","26","11.50","0.00","2","2019-05-07 00:00:00","Abendessen",NULL
"2554","605","430","1","44.00","0.00","2","2019-05-07 00:00:00","Mitgliederkarte Familie/L",NULL
"2555","556","310","1","102.00","0.00","2","2019-05-07 00:00:00","Kaltgetränke",NULL
"2556","630","110","336","13.50","0.10","2","2019-05-08 00:00:00","Mehrbettzimmer 4x6",NULL
"2557","630","150","168","22.50","0.10","2","2019-05-08 00:00:00","Familienzimmer 3x4",NULL
"2558","630","130","84","22.50","0.10","2","2019-05-08 00:00:00","Zweibettzimmer 3x2",NULL
"2559","630","210","588","8.00","0.10","2","2019-05-08 00:00:00","Zmorge",NULL
"2560","630","240","588","11.50","0.10","2","2019-05-08 00:00:00","Abendessen",NULL
"2561","623","110","26","16.00","0.00","2","2019-05-08 00:00:00","Mehrbettzimmer 2x6",NULL
"2562","623","210","26","8.00","0.00","2","2019-05-08 00:00:00","Zmorge",NULL
"2563","631","430","1","44.00","0.00","2","2019-05-09 00:00:00","Mitgliederkarte Familie/L",NULL
"2564","632","430","1","44.00","0.00","2","2019-05-12 00:00:00","Mitgliederkarte Familie/L",NULL
"2565","634","170","1","50.00","0.00","2","2019-05-12 00:00:00","Einerzimmer","4"
"2566","634","240","1","11.50","0.00","2","2019-05-12 00:00:00","Abendessen",NULL
"2567","634","210","1","8.00","0.00","2","2019-05-12 00:00:00","Zmorge",NULL
"2568","638","250","16","15.00","0.00","2","2019-05-16 00:00:00","Küche divers Mittagessen",NULL
"2569","638","260","1","60.00","0.00","2","2019-05-16 00:00:00","Warmgetränke 6 Liter",NULL
"2570","638","310","1","60.00","0.00","2","2019-05-16 00:00:00","Kaltgetränke Mineral / Ju",NULL
"2571","638","250","1","72.00","0.00","2","2019-05-16 00:00:00","Küche divers Apero/Wein/S",NULL
"2572","639","110","32","16.00","0.00","2","2019-05-19 00:00:00","Mehrbettzimmer 3x6",NULL
"2573","639","210","17","8.00","0.00","2","2019-05-19 00:00:00","Zmorge",NULL
"2574","640","150","10","25.00","0.00","2","2019-05-19 00:00:00","Chambre-Famille 1x3/1X4/1",NULL
"2575","640","130","2","25.00","0.00","2","2019-05-19 00:00:00","Chambre à 2-lits",NULL
"2576","640","170","1","50.00","0.00","2","2019-05-19 00:00:00","Chambre-Individuelle",NULL
"2577","640","210","13","8.00","0.00","2","2019-05-19 00:00:00","Petit déjeuner",NULL
"2578","640","240","13","11.50","0.00","2","2019-05-19 00:00:00","Souper",NULL
"2579","597","240","41","6.00","0.10","3","2019-05-22 00:00:00","Mittagessen",NULL
"2580","641","110","40","16.00","0.00","3","2019-05-27 00:00:00","Mehrbettzimmer","3"
"2581","641","150","3","25.00","0.00","3","2019-05-27 00:00:00","Familienzimmer","6"
"2582","641","130","2","25.00","0.00","3","2019-05-27 00:00:00","Zweibettzimmer","3"
"2583","641","210","45","8.00","0.00","3","2019-05-27 00:00:00","Zmorge",NULL
"2584","607","130","2","25.00","0.00","2","2019-05-29 00:00:00","Zweibettzimmer 28.2. Nach",NULL
"2585","607","210","2","8.00","0.00","2","2019-05-29 00:00:00","Zmorge",NULL
"2586","642","170","1","50.00","0.00","2","2019-05-29 00:00:00","Einerzimmer","4"
"2587","642","130","2","25.00","0.00","2","2019-05-29 00:00:00","Zweibettzimmer","3"
"2588","642","150","16","25.00","0.00","2","2019-05-29 00:00:00","Familienzimmer 1x5/1X4 1X",NULL
"2589","642","240","18","11.50","0.00","2","2019-05-29 00:00:00","Mittagessen",NULL
"2590","642","210","19","8.00","0.00","2","2019-05-29 00:00:00","Zmorge",NULL
"2591","642","430","1","44.00","0.00","2","2019-05-29 00:00:00","Mitgliederkarte Familie/L",NULL
"2592","643","130","4","25.00","0.00","2","2019-05-29 00:00:00","Zweibettzimmer","3"
"2593","643","150","8","25.00","0.00","2","2019-05-29 00:00:00","Familienzimmer 1x4",NULL
"2594","643","150","24","25.00","0.00","2","2019-05-29 00:00:00","Familienzimmer 2x6",NULL
"2595","643","210","36","8.00","0.00","2","2019-05-29 00:00:00","Zmorge",NULL
"2596","643","240","36","11.50","0.00","2","2019-05-29 00:00:00","Abendessen",NULL
"2597","644","110","30","16.00","0.00","2","2019-05-29 00:00:00","Mehrbettzimmer 5x6",NULL
"2598","644","150","8","25.00","0.00","2","2019-05-29 00:00:00","Familienzimmer 2x4",NULL
"2599","644","130","4","25.00","0.00","2","2019-05-29 00:00:00","Zweibettzimmer 2x2","3"
"2600","644","170","3","50.00","0.00","2","2019-05-29 00:00:00","Einerzimmer 3x1",NULL
"2601","644","240","45","11.50","0.00","2","2019-05-29 00:00:00","Abendessen",NULL
